id;Dataset;k;normalize;meka;weka;model size;status;Accuracy;Jaccard index;Hamming score;Exact match;Jaccard distance;Hamming loss;ZeroOne loss;Harmonic score;One error;Rank loss;Avg precision;Log Loss (lim. L);Log Loss (lim. D);Micro Precision;Micro Recall;Macro Precision;Macro Recall;F1 (micro averaged);F1 (macro averaged by label);AUPRC (macro averaged);AUROC (macro averaged);Build Time;Test Time;Total Time;Accuracy (per label);Harmonic (per label);Precision (per label);Recall (per label);avg. relevance (test set);avg. relevance (predicted);avg. relevance (difference)
152;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.Logistic -- -R 10.0;83182;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;0.58;0.58;0.714;0.128;0.42;0.286;0.872;0.6;0.231;0.301;0.641;0.556;1.047;0.669;0.811;0.693;0.788;0.733;0.708;0.624;0.669;11.452;0.117;11.569;"[""0.769"", ""0.641"", ""0.718"", ""0.795"", ""0.718"", ""0.462"", ""0.897""]";"[""0.000"", ""0.543"", ""0.713"", ""0.728"", ""0.613"", ""0.435"", ""0.780""]";"[""0.789"", ""0.567"", ""0.765"", ""0.909"", ""0.821"", ""0.333"", ""0.667""]";"[""0.968"", ""0.944"", ""0.650"", ""0.588"", ""0.793"", ""0.909"", ""0.667""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.974"", ""0.769"", ""0.436"", ""0.282"", ""0.718"", ""0.769"", ""0.154""]";"[""-0.179"", ""-0.308"", ""0.077"", ""0.154"", ""0.026"", ""-0.487"", ""0.000""]"
188;flags;2;False;meka.classifiers.multilabel.RAkEL -N 5 -P 1 -k 2 -M 14;weka.classifiers.trees.REPTree -- -M 26 -L 14 -P;25023;success;0.53;0.53;0.663;0.026;0.47;0.337;0.974;0.676;0.205;0.272;0.744;0.378;0.711;0.628;0.742;0.359;0.571;0.681;0.435;0.484;0.5;0.824;0.029;0.853;"[""0.795"", ""0.462"", ""0.513"", ""0.564"", ""0.744"", ""0.718"", ""0.846""]";"[""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.000"", ""0.744"", ""0.000"", ""0.000""]";"[""1.000"", ""1.000"", ""1.000"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""1.000"", ""1.000"", ""1.000"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.205"", ""-0.538"", ""-0.487"", ""0.436"", ""-0.256"", ""0.282"", ""0.154""]"
189;flags;2;True;meka.classifiers.multilabel.RAkEL -N 0 -P 4 -k 2 -M 9;weka.classifiers.lazy.KStar -- -B 64 -M a;230578;success;0.603;0.603;0.74;0.154;0.397;0.26;0.846;0.702;0.256;0.269;0.753;0.335;0.631;0.708;0.779;0.59;0.667;0.742;0.623;0.596;0.653;0.671;0.54;1.211;"[""0.769"", ""0.641"", ""0.692"", ""0.744"", ""0.769"", ""0.744"", ""0.821""]";"[""0.000"", ""0.606"", ""0.691"", ""0.732"", ""0.553"", ""0.703"", ""0.000""]";"[""0.789"", ""0.577"", ""0.722"", ""0.688"", ""0.813"", ""0.538"", ""0.000""]";"[""0.968"", ""0.833"", ""0.650"", ""0.688"", ""0.897"", ""0.636"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.410"", ""0.744"", ""0.282"", ""0.154""]";"[""0.974"", ""0.667"", ""0.462"", ""0.410"", ""0.821"", ""0.333"", ""0.026""]";"[""-0.179"", ""-0.205"", ""0.051"", ""0.000"", ""-0.077"", ""-0.051"", ""0.128""]"
190;flags;2;False;meka.classifiers.multilabel.CT -X Ibf -Iy 23 -Is 0 -P 'Log Loss (lim. D)' -H -1 -L 2;weka.classifiers.trees.RandomForest -- -I 182 -K 30 -depth 8;3137564;success;0.614;0.614;0.762;0.179;0.386;0.238;0.821;0.731;0.179;0.261;0.715;0.463;0.872;0.76;0.742;0.758;0.633;0.751;0.647;0.601;0.665;2.702;0.73;3.432;"[""0.795"", ""0.744"", ""0.718"", ""0.667"", ""0.795"", ""0.744"", ""0.872""]";"[""0.530"", ""0.742"", ""0.689"", ""0.628"", ""0.642"", ""0.517"", ""0.286""]";"[""0.848"", ""0.722"", ""0.680"", ""0.643"", ""0.839"", ""0.571"", ""1.000""]";"[""0.903"", ""0.722"", ""0.850"", ""0.529"", ""0.897"", ""0.364"", ""0.167""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.846"", ""0.462"", ""0.641"", ""0.359"", ""0.795"", ""0.179"", ""0.026""]";"[""-0.051"", ""0.000"", ""-0.128"", ""0.077"", ""-0.051"", ""0.103"", ""0.128""]"
191;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;0.566;0.566;0.736;0.179;0.434;0.264;0.821;0.687;0.179;0.254;0.71;0.513;0.966;0.773;0.644;0.64;0.507;0.702;0.546;0.56;0.609;0.918;0.014;0.932;"[""0.821"", ""0.641"", ""0.667"", ""0.667"", ""0.744"", ""0.769"", ""0.846""]";"[""0.397"", ""0.604"", ""0.627"", ""0.558"", ""0.450"", ""0.425"", ""0.000""]";"[""0.833"", ""0.643"", ""0.769"", ""0.700"", ""0.788"", ""0.750"", ""0.000""]";"[""0.968"", ""0.500"", ""0.500"", ""0.412"", ""0.897"", ""0.273"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.923"", ""0.359"", ""0.333"", ""0.256"", ""0.846"", ""0.103"", ""0.000""]";"[""-0.128"", ""0.103"", ""0.179"", ""0.179"", ""-0.103"", ""0.179"", ""0.154""]"
192;flags;2;False;meka.classifiers.multilabel.BCC -X F;"weka.classifiers.functions.SMO -- -C 1.4 -N 2 -M -K ""weka.classifiers.functions.supportVector.RBFKernel -G 0.0001""";369386;success;0.483;0.483;0.648;0.077;0.517;0.352;0.923;0.632;0.231;0.323;0.624;0.684;1.288;0.638;0.629;0.419;0.479;0.634;0.442;0.497;0.521;1.092;0.05;1.142;"[""0.744"", ""0.436"", ""0.538"", ""0.538"", ""0.795"", ""0.692"", ""0.795""]";"[""0.388"", ""0.267"", ""0.483"", ""0.534"", ""0.458"", ""0.000"", ""0.000""]";"[""0.818"", ""0.300"", ""0.538"", ""0.478"", ""0.800"", ""0.000"", ""0.000""]";"[""0.871"", ""0.167"", ""0.700"", ""0.647"", ""0.966"", ""0.000"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.846"", ""0.256"", ""0.667"", ""0.590"", ""0.897"", ""0.026"", ""0.051""]";"[""-0.051"", ""0.205"", ""-0.154"", ""-0.154"", ""-0.154"", ""0.256"", ""0.103""]"
193;flags;2;False;meka.classifiers.multilabel.CT -X Ibf -Iy 23 -Is 0 -P 'Log Loss (lim. D)' -H -1 -L 2;weka.classifiers.trees.RandomForest -- -I 182 -K 30 -depth 8;3137564;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;flags;2;False;meka.classifiers.multilabel.CT -X Ibf -Iy 23 -Is 0 -P 'Log Loss (lim. D)' -H -1 -L 2;weka.classifiers.trees.RandomForest -- -I 182 -K 30 -depth 8;3137564;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;flags;2;False;meka.classifiers.multilabel.RAkEL -N 5 -P 1 -k 2 -M 14;weka.classifiers.trees.REPTree -- -M 26 -L 14 -P;25023;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;flags;2;True;meka.classifiers.multilabel.RAkEL -N 0 -P 4 -k 2 -M 9;weka.classifiers.lazy.KStar -- -B 64 -M a;230578;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;flags;2;True;meka.classifiers.multilabel.RAkEL -N 0 -P 4 -k 2 -M 9;weka.classifiers.lazy.KStar -- -B 64 -M a;230578;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 28 -Is 796 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.trees.RandomTree -- -M 22 -K 0 -depth 0 -N 0;135157;success;0.56;0.56;0.714;0.051;0.44;0.286;0.949;0.716;0.205;0.251;0.658;0.556;1.047;0.696;0.727;0.48;0.569;0.711;0.521;0.525;0.566;6.377;0.005;6.382;"[""0.795"", ""0.590"", ""0.615"", ""0.692"", ""0.769"", ""0.692"", ""0.846""]";"[""0.000"", ""0.591"", ""0.601"", ""0.694"", ""0.331"", ""0.000"", ""0.000""]";"[""0.795"", ""0.550"", ""0.609"", ""0.632"", ""0.778"", ""0.000"", ""0.000""]";"[""1.000"", ""0.611"", ""0.700"", ""0.706"", ""0.966"", ""0.000"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""1.000"", ""0.513"", ""0.590"", ""0.487"", ""0.923"", ""0.026"", ""0.000""]";"[""-0.205"", ""-0.051"", ""-0.077"", ""-0.051"", ""-0.179"", ""0.256"", ""0.154""]"
220;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.trees.RandomTree -- -M 22 -K 0 -depth 11 -N 0;135157;success;0.549;0.549;0.714;0.051;0.451;0.286;0.949;0.705;0.205;0.27;0.655;0.556;1.047;0.705;0.705;0.481;0.547;0.705;0.511;0.523;0.569;6.107;0.019;6.126;"[""0.795"", ""0.590"", ""0.641"", ""0.641"", ""0.769"", ""0.718"", ""0.846""]";"[""0.000"", ""0.591"", ""0.634"", ""0.632"", ""0.454"", ""0.000"", ""0.000""]";"[""0.795"", ""0.550"", ""0.636"", ""0.588"", ""0.794"", ""0.000"", ""0.000""]";"[""1.000"", ""0.611"", ""0.700"", ""0.588"", ""0.931"", ""0.000"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""1.000"", ""0.513"", ""0.564"", ""0.436"", ""0.872"", ""0.000"", ""0.000""]";"[""-0.205"", ""-0.051"", ""-0.051"", ""0.000"", ""-0.128"", ""0.282"", ""0.154""]"
221;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;flags;2;True;meka.classifiers.multilabel.PS -P 1 -N 1;weka.classifiers.lazy.IBk -- -K 7 -I;23600;success;0.59;0.59;0.74;0.154;0.41;0.26;0.846;0.714;0.256;0.247;0.684;0.506;0.953;0.721;0.748;0.586;0.618;0.734;0.597;0.567;0.618;0.613;0.047;0.66;"[""0.744"", ""0.615"", ""0.692"", ""0.821"", ""0.821"", ""0.641"", ""0.846""]";"[""0.000"", ""0.607"", ""0.691"", ""0.784"", ""0.566"", ""0.490"", ""0.000""]";"[""0.784"", ""0.565"", ""0.722"", ""0.846"", ""0.824"", ""0.364"", ""0.000""]";"[""0.935"", ""0.722"", ""0.650"", ""0.688"", ""0.966"", ""0.364"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.410"", ""0.744"", ""0.282"", ""0.154""]";"[""0.949"", ""0.590"", ""0.462"", ""0.333"", ""0.872"", ""0.282"", ""0.000""]";"[""-0.154"", ""-0.128"", ""0.051"", ""0.077"", ""-0.128"", ""0.000"", ""0.154""]"
223;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.lazy.IBk -- -K 9 -I;21155;success;0.564;0.564;0.729;0.128;0.436;0.271;0.872;0.697;0.205;0.259;0.694;0.527;0.993;0.738;0.682;0.588;0.549;0.709;0.56;0.553;0.603;0.407;0.03;0.437;"[""0.744"", ""0.667"", ""0.744"", ""0.667"", ""0.744"", ""0.692"", ""0.846""]";"[""0.220"", ""0.659"", ""0.743"", ""0.558"", ""0.450"", ""0.414"", ""0.000""]";"[""0.800"", ""0.647"", ""0.750"", ""0.700"", ""0.788"", ""0.429"", ""0.000""]";"[""0.903"", ""0.611"", ""0.750"", ""0.412"", ""0.897"", ""0.273"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.897"", ""0.436"", ""0.513"", ""0.256"", ""0.846"", ""0.179"", ""0.000""]";"[""-0.103"", ""0.026"", ""0.000"", ""0.179"", ""-0.103"", ""0.103"", ""0.154""]"
